Fornitore;TipoDocumento;NumeroDocumento;Data;ImportoTotale;TotNetto;Riga;Cod.articolo;Descrizione;Prezzo Unit.;Quantita;TotLordo;Sconti;Tot. Netto;Iva
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;5.15;134;9788873346746;aa.vv. CHE IDEA! IL QUADERNO CL. 3;3.19;2;6.38;20;Û 5,15;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;104.92;135;9788873348283;aa.vv. IMPARO MI DIVERTO CL.1 - Letture;4.33;30;129.9;20;Û 104,92;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;96.44;136;9788873348290;aa.vv. IMPARO E MI DIVERTO CL.1 -Matem. e Scien;3.98;30;119.4;20;Û 96,44;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;48.22;137;9788873348306;aa.vv. IMPARO E MI DIVERTO CL.1 - Storia e Geog;1.99;30;59.7;20;Û 48,22;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;46.61;138;9788873348313;aa.vv. IMPARO E MI DIVERTO CL.1 -Quad. di Matem;1.99;29;57.71;20;Û 46,61;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;224.34;139;9788873348337;aa.vv. IMPARO E MI DIVERTO CL.2 - Letture;4.34;64;277.76;20;Û 224,34;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;130.78;140;9788873348344;aa.vv. IMPARO E MI DIVERTO CL.2 - Grammatica;2.53;64;161.92;20;Û 130,78;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;309.18;141;9788873348351;aa.vv. IMPARO E MI DIVERTO CL.2 - Discipline;6.38;60;382.8;20;Û 309,18;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;192.87;142;9788873348368;aa.vv. IMPARO E MI DIVERTO CL.2 -Quad. discipli;3.98;60;238.8;20;Û 192,87;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;332.05;143;9788873348382;aa.vv. IMPARO E MI DIVERTO CL.3 - Letture;5.71;72;411.12;20;Û 332,05;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;214;144;9788873348399;aa.vv. IMPARO E MI DIVERTO CL.3 - Grammatica;3.68;72;264.96;20;Û 214,00;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;553.5;145;9788873348405;aa.vv. IMPARO E MI DIVERTO  CL.3 - Discipline;9.79;70;685.3;20;Û 553,50;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;316.35;146;9788873348412;aa.vv. IMPARO E MI DIVERTO CL.3 - Quad. discipl;5.44;72;391.68;20;Û 316,35;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;1013.1;147;9788873348603;aa.vv. InvestigaTESTO CL. 4 - Letture;5.43;231;1254.33;20;Û 1.013,10;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;846.97;148;9788873348610;aa.vv. InvestigaTESTO CL. 4 - Grammatica;4.52;232;1048.64;20;Û 846,97;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;699.77;149;9788873348627;aa.vv. InvestigaTESTO CL. 4/5 - Scrittura;3.8;228;866.4;20;Û 699,77;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;378.48;150;IMPART45;aa.vv. InvestigaTesto-IMPARA L'ARTE... CL. 4/5;2.13;220;468.6;20;Û 378,48;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;1.82;151;ATLLESILL;aa.vv. Atlante Lessicale ILLUSTRATO cl. 4/5;0.01;225;2.25;20;Û 1,82;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;787.46;152;9788873348177;aa.vv. PAROLA DI LIBRO! CL.4 - Letture;4.71;207;974.97;20;Û 787,46;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;776.15;153;9788873348184;aa.vv. PAROLA DI LIBRO! CL.4 - Grammatica;4.62;208;960.96;20;Û 776,15;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;369.37;154;9788873348191;aa.vv. PAROLA DI LIBRO! CL.4 - Lab. di Scrittur;2.22;206;457.32;20;Û 369,37;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;200.63;155;9788873348207;aa.vv. PAROLA DI LIBRO! CL.4/5 Ð Arte e Musica;1.2;207;248.4;20;Û 200,63;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;371.16;156;9788873348214;aa.vv. PAROLA DI LIBRO! CL.4/5 - Ascol. e ParL;2.22;207;459.54;20;Û 371,16;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;158.95;157;9788873347743;aa.vv. IL MIO DIARIO delle EMOZIONI;0.96;205;196.8;20;Û 158,95;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;10.66;158;9788873347750;aa.vv. SUSSIDIARIO dei LINGUAG CL. 4/5-arte-mus;1.65;8;13.2;20;Û 10,66;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;48.07;159;9788873347767;aa.vv. SUSSIDIARIO dei LINGUAG CL. 4 - Letture;5.41;11;59.51;20;Û 48,07;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;26.77;160;9788873347774;aa.vv. SUSSIDIARIO dei LINGUAG CL. 4 - Scrittur;2.55;13;33.15;20;Û 26,77;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;23.65;161;9788873347781;aa.vv. SUSSIDIARIO dei LINGUAG CL. 4 -Grammat;3.66;8;29.28;20;Û 23,65;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;16.19;162;LIBROATLANTE;aa.vv. ATLANTE DELLA LETTERATURA;1.67;12;20.04;20;Û 16,19;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;6.98;163;9788873347743;aa.vv. IL MIO DIARIO delle EMOZIONI;0.96;9;8.64;20;Û 6,98;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;714.31;164;9788873348047;aa.vv. LA VOCE DELLA TERRA  CL. 4 - Storia;3.3;268;884.4;20;Û 714,31;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;623.92;165;9788873348054;aa.vv. LA VOCE DELLA TERRA  CL. 4 - Geografia;2.84;272;772.48;20;Û 623,92;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;510.84;166;9788873348061;aa.vv. LA VOCE DELLA TERRA  CL. 4 - Scienze;2.36;268;632.48;20;Û 510,84;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;1168.83;167;9788873348078;aa.vv. LA VOCE DELLA TERRA  CL. 4 - Matematica;5.34;271;1447.14;20;Û 1.168,83;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;284.43;168;9788873348085;aa.vv. LA VOCE DELLA TERRA  CL.4/5 - Tecnologia;1.42;248;352.16;20;Û 284,43;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;434.52;169;9788873347644;aa.vv. SUSSIDIARIO DISCIPLINE CL. 4/5 MAPPE;2.27;237;537.99;20;Û 434,52;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;425.31;170;9788873347163;aa.vv. ATLANTE CL. 4/5;2.26;233;526.58;20;Û 425,31;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;0.11;171;9788873347170;aa.vv. CODING;0.02;7;0.14;20;Û 0,11;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;2.75;172;9788873347668;aa.vv. SUSSIDIARIO DISCIPLINE CL. 4 - Geografia;3.4;1;3.4;20;Û 2,75;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;0.46;173;9788873347736;aa.vv. SCOPRIRE MI EMOZIONA-Diario delle Emoz.;0.57;1;0.57;20;Û 0,46;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;6.71;174;9788873346371;aa.vv. SCOPRIRE SI PUO' ATLANTE CL. 4 E 5;2.77;3;8.31;20;Û 6,71;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;5.61;175;9788873346579;aa.vv. SCOPRIRE SI PUñ_LIBRO MAPPE 4/5_MATE;1.39;5;6.95;20;Û 5,61;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;0;176;9788873348528;aa.vv. PAROLA DI LIBRO! CL.4 - Guida;0.02;7;0.14;100;;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;0;177;9788873348689;aa.vv. InvestigaTESTO cl.4 - Guida al testo;0.02;2;0.04;100;;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;0;178;9788873346937;aa.v. SUSSIDIARIO DISCIPLINE CL. 5_GUIDA CLIL;0.02;3;0.06;100;;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;0;179;9788873348467;aa.vv. LA VOCE DELLA TERRA cl. 4-Guida Mate;0.02;2;0.04;100;;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;0;180;9788873348450;aa.vv. LA VOCE DELLA TERRA cl. 4-Guida Scienze;0.02;1;0.02;100;;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;0;181;9788873348436;aa.vv. LA VOCE DELLA TERRA cl. 4-Guida Storia;0.02;5;0.1;100;;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;0;182;SOLGRAM4;aa.vv. PAROLA DI LIBRO 4 Gramm_Libro doc. soluz;0.01;30;0.3;100;;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;0;183;SOLMAT4;aa.vv. VOCE DELLA TERRA 4 Mate_Libro doc. soluz;0.01;17;0.17;100;;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;0;184;INVTSOLGRAM4;aa.vv. InvestigaTESTO CL.4 Gramm-Libro doc. sol;0.01;31;0.31;100;;74
;;;;;19045.21;;;;;6674;;;;
Gaia Scuola;Nota di accredito;338/N;30/12/22;2549.05;1844.23;1;;Promozione KIT VACANZE PIU';1844.23;1;1844.23;;Û 1.844,23;74
Gaia Scuola;Nota di accredito;338/N;30/12/22;2549.05;32.76;2;;"Promozione ""MISSIONE""";32.76;1;32.76;;Û 32,76;74
Gaia Scuola;Nota di accredito;338/N;30/12/22;2549.05;53.62;3;;Accredito per SAGGI CATTEDRA;53.62;1;53.62;;Û 53,62;74
Gaia Scuola;Nota di accredito;338/N;30/12/22;2549.05;618.44;4;;Accr. per venduto fuori zona;618.44;1;618.44;;Û 618,44;74
;;;;;2549.05;;;;;4;;;;
Gaia;Nota di accredito;557/N;30/12/22;7413.77;0;1;;Accredito giacenza;;;;;;
Gaia;Nota di accredito;557/N;30/12/22;7413.77;1281.43;2;9788873348641;aa.vv. InvestigaTESTO CL. 5 - Letture;10.72;148;1586.56;20;Û 1.281,43;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;1025.62;3;9788873348658;aa.vv. InvestigaTESTO CL. 5 - Grammatica;8.58;148;1269.84;20;Û 1.025,62;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;1038.77;4;9788873348238;aa.vv. PAROLA DI LIBRO! CL.5 Ð Letture;8.69;148;1286.12;20;Û 1.038,77;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;922.82;5;9788873348245;aa.vv. PAROLA DI LIBRO! CL.5 - Grammatica;7.72;148;1142.56;20;Û 922,82;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;346.66;6;9788873348252;aa.vv. PAROLA DI LIBRO! CL.5 - Lab. di Scrittur;2.9;148;429.2;20;Û 346,66;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;15.33;7;9788873347798;aa.vv. SUSSIDIARIO dei LINGUAG CL. 5 - Letture;9.49;2;18.98;20;Û 15,33;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;5.09;8;9788873347804;aa.vv. SUSSIDIARIO dei LINGUAG CL. 5 - Scrittur;3.15;2;6.3;20;Û 5,09;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;501.97;9;9788873348122;aa.vv. LA VOCE DELLA TERRA  CL. 5 - Storia;5.5;113;621.5;20;Û 501,97;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;429.87;10;9788873348139;aa.vv. LA VOCE DELLA TERRA  CL. 5 - Geografia;4.71;113;532.23;20;Û 429,87;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;358.68;11;9788873348146;aa.vv. LA VOCE DELLA TERRA  CL. 5 - Scienze;3.93;113;444.09;20;Û 358,68;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;805.1;12;9788873348153;aa.vv. LA VOCE DELLA TERRA  CL. 5 - Matematica;8.9;112;996.8;20;Û 805,10;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;37.19;13;9788873347606;aa.vv. SUSSIDIARIO DISC cl. 5 area mate (compl);11.51;4;46.04;20;Û 37,19;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;37.19;14;9788873347613;aa.vv. SUSSIDIARIO DISC cl. 5 area antr (compl);11.51;4;46.04;20;Û 37,19;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;4.3;15;9788873347705;aa.vv. SUSSIDIARIO DISCIPLINE CL. 5 - Geografia;5.32;1;5.32;20;Û 4,30;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;5.73;16;9788873347729;aa.vv. SUSSIDIARIO DISCIPLINE CL.5 - Matematica;7.09;1;7.09;20;Û 5,73;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;25.7;17;9788873346340;aa.vv. SCOPRIRE SI PUñ CL. 5;15.91;2;31.82;20;Û 25,70;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;5.75;18;9788873346364;aa.vv. SCOPRIRE SI PUñ_QUADERNO CL. 5;7.12;1;7.12;20;Û 5,75;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;49.56;19;9788873346418;aa.vv. SCOPRIRE SI PUñ CL. 5_AREA MATEM;7.67;8;61.36;20;Û 49,56;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;27.99;20;9788873346456;aa.vv. SCOPRIRE SI PUñ_QUADERNO CL. 5_AREA MATE;3.85;9;34.65;20;Û 27,99;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;93.05;21;9788873346425;aa.vv. SCOPRIRE SI PUñ CL. 5_AREA ANTROP;8.23;14;115.22;20;Û 93,05;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;39.86;22;9788873346463;aa.vv. SCOPRIRE SI PUñ_QUADERNO CL. 5_AREA ANTR;3.29;15;49.35;20;Û 39,86;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;103.9;23;9788873347118;aa.vv. TUTTO CHIARO CL. 5-Sussidiario intero;16.08;8;128.64;20;Û 103,90;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;56.93;24;9788873347149;aa.vv. TUTTO CHIARO CL. 5-Metodo mate-scien;3.71;19;70.49;20;Û 56,93;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;47.25;25;9788873347156;aa.vv. TUTTO CHIARO CL. 5-Metodo storia geo;3.25;18;58.5;20;Û 47,25;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;51.94;26;9788873347125;aa.vv. TUTTO CHIARO CL. 5-Sussidiario mate-scie;8.04;8;64.32;20;Û 51,94;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;71.43;27;9788873347132;aa.vv. TUTTO CHIARO CL. 5-Sussidiario stor geo;8.04;11;88.44;20;Û 71,43;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;0;28;9788873346937;aa.v. SUSSIDIARIO DISCIPLINE CL. 5_GUIDA CLIL;0.02;3;0.06;100;;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;0;29;9788873348696;aa.vv. LA VOCE DELLA TERRA cl. 5 - Guida Storia;0.02;1;0.02;100;;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;0;30;9788873348702;aa.vv. LA VOCE DELLA TERRA cl. 5-Guida Geograf;0.02;1;0.02;100;;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;0;31;9788873348719;aa.vv. LA VOCE DELLA TERRA cl. 5 - Guida Mate;0.02;1;0.02;100;;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;0;32;9788873348726;aa.vv. LA VOCE DELLA TERRA cl. 5 -Guida Scienze;0.02;1;0.02;100;;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;0;33;SOLMAT5;aa.vv. VOCE DELLA TERRA 5 Mate_Libro doc. soluz;0.01;1;0.01;100;;74
Gaia;Nota di accredito;557/N;30/12/22;7413.77;24.66;34;9788873341987;aa.vv. CHI PARLA, CHI ASCOLTA;9.5;5;47.5;50;Û 24,66;74
;;;;;7413.77;;;;;;9196.23;;;
Gaia;Nota di accredito;615/N;30/12/22;568.5;568.5;1;Accredito per SAGGI CATTEDRA CL5;;568.5;1;;;Û 568,50;
;;;;;568.5;;;;;1;;;;
Gaia Scuola;Nota di debito differita;819/F;29/12/22;811.9;0;1;;Rifer. D.D.T. n¡ 2.098 del 20/12/2022;;;;;;
Gaia Scuola;Nota di debito differita;819/F;29/12/22;811.9;40.5;2;9788873343370;aa.vv. MISSIONE INVALSI CL.2 - Italiano (2021);3.9;20;78;50;Û 40,50;74
Gaia Scuola;Nota di debito differita;819/F;29/12/22;811.9;40.5;3;9788873343387;aa.vv. MISSIONE INVALSI CL.2 - Matematica(2021);3.9;20;78;50;Û 40,50;74
Gaia Scuola;Nota di debito differita;819/F;29/12/22;811.9;263.26;4;9788873343394;aa.vv. MISSIONE INVALSI CL.5 - Italiano (2021);3.9;130;507;50;Û 263,26;74
Gaia Scuola;Nota di debito differita;819/F;29/12/22;811.9;263.26;5;9788873343400;aa. vv. MISSIONE INVALSI CL.5 - Matematica(2021);3.9;130;507;50;Û 263,26;74
Gaia Scuola;Nota di debito differita;819/F;29/12/22;811.9;192.38;6;9788873343417;aa.vv. MISSIONE INVALSI CL.5 - Inglese (2021);3.9;95;370.5;50;Û 192,38;74
Gaia Scuola;Nota di debito differita;819/F;29/12/22;811.9;12;7;sp;Spese Trasporto;;;;;  Û 12,00;
;;;;;811.9;;;;;395;;;;
Gaia Scuola;Nota di debito;963/F;30/12/22;36.71;36.71;;;Addebito variazione prezzi ministeriali;36.71;1;;;Û 36,71;74
;;;;;36.71;;;;;1;;;;
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;0;1;;Fatturazione saggi;;;;;;
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;11.95;2;9788873340072;Daneri COMPITI DI MAT. PER PROGREDIRE;3.7;14;51.8;80;Û 11,95;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;26.47;3;9788873340089;Daneri COMPITI DI MAT. PER SCOPRIRE;3.7;31;114.7;80;Û 26,47;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;27.32;4;9788873340096;Daneri COMPITI DI MAT. PER APPROFONDIRE;3.7;32;118.4;80;Û 27,32;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;13.66;5;9788873340102;Daneri COMPITI DI MAT. PER POTENZIARE;3.7;16;59.2;80;Û 13,66;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;11.95;6;9788873340171;Gandolfi COMPITI LING. IT. PER PROGREDIRE;3.7;14;51.8;80;Û 11,95;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;28.18;7;9788873340188;Gandolfi COMPITI LING. IT. PER SCOPRIRE;3.7;33;122.1;80;Û 28,18;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;25.62;8;9788873340195;Gandolfi COMPITI LING. IT. PER APPROFONDIRE;3.7;30;111;80;Û 25,62;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;17.93;9;9788873340201;Gandolfi COMPITI LING. IT. PER POTENZIARE;3.7;21;77.7;80;Û 17,93;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;2.4;10;9788873341833;Valerio MISSIONE-ITALIANO per progredire;5.2;2;10.4;80;Û 2,40;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;4.29;11;9788873341857;Negri MISSIONE-ITALIANO per approfondire;6.2;3;18.6;80;Û 4,29;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;10.02;12;9788873341864;Papeschi MISSIONE-ITALIANO per potenziare;6.2;7;43.4;80;Û 10,02;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;2.4;13;9788873341888;Pagano MISSIONE-MAT e SCIENZE per progredire;5.2;2;10.4;80;Û 2,40;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;5.72;14;9788873341901;Pagano MISSIONE-MAT e SCIENZE per approfondire;6.2;4;24.8;80;Û 5,72;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;7.15;15;9788873341918;Pagano MISSIONE-MAT e SCIENZE per potenziare;6.2;5;31;80;Û 7,15;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;0.97;16;9788873341932;Lancetti MISSIONE-STORIA GEOGRAFIA per progredire;4.2;1;4.2;80;Û 0,97;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;1.04;17;9788873341949;Lancetti MISSIONE-STORIA GEOGRAFIA per scoprire;4.5;1;4.5;80;Û 1,04;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;3.6;18;9788873341956;Negri MISSIONE-STORIA GEOGRAFIA approfondire;5.2;3;15.6;80;Û 3,60;74
Gaia Scuola;Nota di debito;1022/F;30/12/22;203.07;2.4;19;9788873341963;Negri MISSIONE-STORIA GEOGRAFIA potenziare;5.2;2;10.4;80;Û 2,40;74
;;;;;203.07;;;;;221;;;;
Gaia;Nota di debito;1232/F;30/12/22;32.16;32.16;1;;Add. variazione prezzi ministeriali cl.5;32.16;1;;;Û 32,16;
;;;;;32.16;;;;;1;;;;
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;0;1;;Accredito giacenza;;;;;;
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;1281.43;2;9788873348641;aa.vv. InvestigaTESTO CL. 5 - Letture;10.72;148;1586.56;20;Û 1.281,43;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;1025.62;3;9788873348658;aa.vv. InvestigaTESTO CL. 5 - Grammatica;8.58;148;1269.84;20;Û 1.025,62;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;1038.77;4;9788873348238;aa.vv. PAROLA DI LIBRO! CL.5 Ð Letture;8.69;148;1286.12;20;Û 1.038,77;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;922.82;5;9788873348245;aa.vv. PAROLA DI LIBRO! CL.5 - Grammatica;7.72;148;1142.56;20;Û 922,82;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;346.66;6;9788873348252;aa.vv. PAROLA DI LIBRO! CL.5 - Lab. di Scrittur;2.9;148;429.2;20;Û 346,66;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;15.33;7;9788873347798;aa.vv. SUSSIDIARIO dei LINGUAG CL. 5 - Letture;9.49;2;18.98;20;Û 15,33;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;5.09;8;9788873347804;aa.vv. SUSSIDIARIO dei LINGUAG CL. 5 - Scrittur;3.15;2;6.3;20;Û 5,09;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;501.97;9;9788873348122;aa.vv. LA VOCE DELLA TERRA  CL. 5 - Storia;5.5;113;621.5;20;Û 501,97;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;429.87;10;9788873348139;aa.vv. LA VOCE DELLA TERRA  CL. 5 - Geografia;4.71;113;532.23;20;Û 429,87;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;358.68;11;9788873348146;aa.vv. LA VOCE DELLA TERRA  CL. 5 - Scienze;3.93;113;444.09;20;Û 358,68;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;805.1;12;9788873348153;aa.vv. LA VOCE DELLA TERRA  CL. 5 - Matematica;8.9;112;996.8;20;Û 805,10;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;37.19;13;9788873347606;aa.vv. SUSSIDIARIO DISC cl. 5 area mate (compl);11.51;4;46.04;20;Û 37,19;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;37.19;14;9788873347613;aa.vv. SUSSIDIARIO DISC cl. 5 area antr (compl);11.51;4;46.04;20;Û 37,19;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;4.3;15;9788873347705;aa.vv. SUSSIDIARIO DISCIPLINE CL. 5 - Geografia;5.32;1;5.32;20;Û 4,30;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;5.73;16;9788873347729;aa.vv. SUSSIDIARIO DISCIPLINE CL.5 - Matematica;7.09;1;7.09;20;Û 5,73;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;25.7;17;9788873346340;aa.vv. SCOPRIRE SI PUñ CL. 5;15.91;2;31.82;20;Û 25,70;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;5.75;18;9788873346364;aa.vv. SCOPRIRE SI PUñ_QUADERNO CL. 5;7.12;1;7.12;20;Û 5,75;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;49.56;19;9788873346418;aa.vv. SCOPRIRE SI PUñ CL. 5_AREA MATEM;7.67;8;61.36;20;Û 49,56;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;27.99;20;9788873346456;aa.vv. SCOPRIRE SI PUñ_QUADERNO CL. 5_AREA MATE;3.85;9;34.65;20;Û 27,99;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;93.05;21;9788873346425;aa.vv. SCOPRIRE SI PUñ CL. 5_AREA ANTROP;8.23;14;115.22;20;Û 93,05;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;39.86;22;9788873346463;aa.vv. SCOPRIRE SI PUñ_QUADERNO CL. 5_AREA ANTR;3.29;15;49.35;20;Û 39,86;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;103.9;23;9788873347118;aa.vv. TUTTO CHIARO CL. 5-Sussidiario intero;16.08;8;128.64;20;Û 103,90;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;56.93;24;9788873347149;aa.vv. TUTTO CHIARO CL. 5-Metodo mate-scien;3.71;19;70.49;20;56,93 Û;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;47.25;25;9788873347156;aa.vv. TUTTO CHIARO CL. 5-Metodo storia geo;3.25;18;58.5;20;47,25 Û;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;51.94;26;9788873347125;aa.vv. TUTTO CHIARO CL. 5-Sussidiario mate-scie;8.04;8;64.32;20;51,94 Û;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;71.43;27;9788873347132;aa.vv. TUTTO CHIARO CL. 5-Sussidiario stor geo;8.04;11;88.44;20;71,43 Û;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;0;28;9788873346937;aa.v. SUSSIDIARIO DISCIPLINE CL. 5_GUIDA CLIL;0.02;3;0.06;100;;74
Gaia;Nota debito giac.inizio anno;83/F;02/01/23;7389.11;0;29;9788873348696;aa.vv. LA VOCE DELLA TERRA cl. 5 - Guida Storia;0.02;1;0.02;100;;74
